adm4_pcode,imada,delegation,gouvernorat,area_sqkm,tribe,label_as_printed,source,distance_km,runner_up,runner_up_km
TN175457,Amaden,Sejnane,Bizerte,145.76,Mogod,El Mogod,1881 Lasailly,19.5,Hezil,22.5
TN175453,El Ababssa,Sejnane,Bizerte,103.16,Hezil,Hezil,1881 Lasailly,16.6,Mogod,17.8
TN175454,El Hachachna,Sejnane,Bizerte,56.3,Mogod,El Mogod,1881 Lasailly,9.2,Riah,18.0
TN175452,El Maalia,Sejnane,Bizerte,59.91,Mogod,El Mogod,1853 Pellissier,11.1,Riah,14.8
TN175458,Mechargua,Sejnane,Bizerte,49.17,Mogod,El Mogod,1881 Lasailly,4.6,Nefza,13.5
TN175451,Sedjnane,Sejnane,Bizerte,54.06,Mogod,El Mogod,1853 Pellissier,4.2,Riah,8.2
TN175455,Sehabna,Sejnane,Bizerte,81.11,Mogod,El Mogod,1881 Lasailly,4.8,Nefza,6.2
TN175456,Sidi Mechrek,Sejnane,Bizerte,77.37,Mogod,El Mogod,1881 Lasailly,8.1,Nefza,13.8
TN175953,Ez-Zarour,Tinja,Bizerte,49.79,Makna,Makna,1881 Lasailly,7.7,Mogod,19.1
TN175952,Guengla,Tinja,Bizerte,4.08,Makna,Makna,1881 Lasailly,15.1,Mogod,19.3
TN175951,Tinja,Tinja,Bizerte,6.96,Makna,Makna,1881 Lasailly,12.0,Mogod,18.4
TN176056,Ain Ghelal,Utique,Bizerte,45.07,Trabelsi,Trabelsi,1881 Lasailly,13.1,Makna,16.5
TN176058,Bach Hamba,Utique,Bizerte,39.15,Trabelsi,Trabelsi,1881 Lasailly,15.7,Makna,29.5
TN176053,Besbassia,Utique,Bizerte,32.19,Trabelsi,Trabelsi,1881 Lasailly,19.0,Makna,21.9
TN176054,El Houidh,Utique,Bizerte,43.26,Trabelsi,Trabelsi,1881 Lasailly,22.2,Makna,26.5
TN176055,El Mabtouh,Utique,Bizerte,99.22,Trabelsi,Trabelsi,1881 Lasailly,12.5,Makna,24.6
TN176052,Nouvelle Utique,Utique,Bizerte,42.05,Trabelsi,Trabelsi,1881 Lasailly,34.8,Makna,39.9
TN176057,Sidi Othman,Utique,Bizerte,26.67,Trabelsi,Trabelsi,1881 Lasailly,7.5,Makna,19.4
TN176051,Utique,Utique,Bizerte,53.74,Trabelsi,Trabelsi,1881 Lasailly,26.3,Makna,33.7
TN215364,El Djouza,Amdoun,Béja,21.59,Chehida,Chehida,1881 Lasailly,11.0,Nefza,12.7
TN215353,El Fraijia,Amdoun,Béja,13.16,Chehida,Chehida,1881 Lasailly,6.9,Nefza,11.3
TN215354,El Ghorfa,Amdoun,Béja,18.26,Chehida,Chehida,1881 Lasailly,4.9,Nefza,9.7
TN215363,El Goussa,Amdoun,Béja,23.84,Zouagha,Zouagha,1881 Lasailly,6.9,Chehida,10.6
TN215359,El Hamra,Amdoun,Béja,20.55,Nefza,NEFZA,1881 Martel (1965),12.7,Chehida,14.1
TN215358,El Mejaless,Amdoun,Béja,13.08,Chehida,Chehida,1881 Lasailly,12.6,Nefza,12.8
TN215360,Ghazia,Amdoun,Béja,18.19,Nefza,NEFZA,1881 Martel (1965),9.3,Zouagha,16.2
TN215356,Maghraoua,Amdoun,Béja,10.73,Chehida,Chehida,1881 Lasailly,1.8,Zouagha,9.8
TN215361,Malek,Amdoun,Béja,19.72,Chehida,Chehida,1881 Lasailly,10.2,Zouagha,11.2
TN215355,Romadhnia,Amdoun,Béja,15.21,Chehida,Chehida,1881 Lasailly,6.5,Zouagha,8.7
TN215357,Sabah,Amdoun,Béja,10.34,Nefza,NEFZA,1881 Martel (1965),12.7,Zouagha,13.0
TN215362,Tarhouni,Amdoun,Béja,25.47,Ouled bou Salem,O. bou Salem,1881 Lasailly,4.8,Zouagha,5.0
TN215351,Zahret Medien,Amdoun,Béja,9.54,Zouagha,Zouagha,1881 Lasailly,12.1,Nefza,13.4
TN215352,Zahret Medien Sud,Amdoun,Béja,18.67,Zouagha,Zouagha,1881 Lasailly,10.4,Ouled bou Salem,12.8
TN215164,Ain Soltane,Béja Nord,Béja,50.28,Nefza,NEFZA,1881 Martel (1965),7.3,Djeladjela,18.9
TN215157,Azra,Béja Nord,Béja,27.71,Nefza,NEFZA,1881 Martel (1965),14.1,Ouled bou Salem,15.4
TN215151,Beja,Béja Nord,Béja,0.58,Ouled bou Salem,O. bou Salem,1881 Lasailly,15.4,Nefza,16.8
TN215161,Bou Hzam,Béja Nord,Béja,66.54,Nefza,NEFZA,1881 Martel (1965),10.4,Djeladjela,21.3
TN215163,El Ghraba,Béja Nord,Béja,41.68,Nefza,NEFZA,1881 Martel (1965),3.0,Djeladjela,10.4
TN215158,El Ghriria,Béja Nord,Béja,31.81,Ouled bou Salem,O. bou Salem,1881 Lasailly,9.7,Zouagha,10.2
TN215156,El Kasba,Béja Nord,Béja,0.67,Ouled bou Salem,O. bou Salem,1881 Lasailly,14.6,Zouagha,16.3
TN215155,El Manar,Béja Nord,Béja,0.58,Ouled bou Salem,O. bou Salem,1881 Lasailly,14.9,Nefza,16.0
TN215159,El Mounchar,Béja Nord,Béja,84.23,Nefza,NEFZA,1881 Martel (1965),18.2,Ouled bou Salem,24.6
TN215152,El Mzara,Béja Nord,Béja,3.92,Nefza,NEFZA,1881 Martel (1965),15.7,Ouled bou Salem,16.6
TN215162,En-Nakachia,Béja Nord,Béja,43.69,Nefza,NEFZA,1881 Martel (1965),7.3,Djeladjela,15.5
TN215153,Ksar Bardo,Béja Nord,Béja,0.58,Ouled bou Salem,O. bou Salem,1881 Lasailly,15.4,Nefza,15.8
TN215160,Ksar Mezouar,Béja Nord,Béja,75.23,Nefza,NEFZA,1881 Martel (1965),15.5,Djeladjela,22.3
TN215154,Zouabi,Béja Nord,Béja,0.3,Ouled bou Salem,O. bou Salem,1881 Lasailly,14.9,Zouagha,16.3
TN215252,El Haouari,Béja Sud,Béja,0.68,Ouled bou Salem,O. bou Salem,1881 Lasailly,15.2,Zouagha,17.1
TN215253,El Maagoula,Béja Sud,Béja,21.16,Ouled bou Salem,O. bou Salem,1881 Lasailly,16.1,Zouagha,18.6
TN215254,Hammam Siala,Béja Sud,Béja,67.12,Ouled bou Salem,O. bou Salem,1881 Lasailly,11.8,Zouagha,15.2
TN215256,Mekhachbia,Béja Sud,Béja,92.39,Zouagha,Zouaka,1853 Pellissier,19.9,Ouled bou Salem,22.2
TN215259,Mestouta,Béja Sud,Béja,39.69,Zouagha,Zouaka,1853 Pellissier,10.1,Ouled bou Salem,17.0
TN215257,Sidi Es-Shili,Béja Sud,Béja,45.65,Ouled bou Salem,O. bou Salem,1881 Lasailly,7.2,Zouagha,9.5
TN215251,Sidi Fredj,Béja Sud,Béja,1.83,Ouled bou Salem,O. bou Salem,1881 Lasailly,16.2,Nefza,17.3
TN215255,Sidi Smail,Béja Sud,Béja,62.94,Zouagha,Zouaka,1853 Pellissier,4.3,Ouled bou Salem,13.0
TN215258,Zouagha,Béja Sud,Béja,33.11,Ouled bou Salem,O. bou Salem,1881 Lasailly,3.2,Zouagha,8.3
TN215855,Bir El Euch,Goubellat,Béja,51.89,Drid,Drid et autres Arabes melés,1853 Pellissier,9.1,Trabelsi,18.2
TN215858,Cheikh El Ouediane,Goubellat,Béja,29.86,Drid,Drid et autres Arabes melés,1853 Pellissier,0.3,Trabelsi,12.1
TN215854,Dour Esmail,Goubellat,Béja,86.55,Drid,Drid,1881 Lasailly,6.5,Trabelsi,10.0
TN215852,El Gammarthi,Goubellat,Béja,24.3,Drid,Drid,1881 Lasailly,6.9,Trabelsi,9.6
TN215851,Goubellat,Goubellat,Béja,30.41,Drid,Drid,1881 Lasailly,2.7,Trabelsi,7.5
TN215853,Guerram,Goubellat,Béja,74.48,Drid,Drid et autres Arabes melés,1853 Pellissier,12.2,Trabelsi,17.2
TN215857,Khacheb,Goubellat,Béja,84.56,Trabelsi,Trabelsia,1853 Pellissier,2.4,Drid,3.8
TN215856,Kheniguet Ed-Dahane,Goubellat,Béja,33.53,Drid,Drid et autres Arabes melés,1853 Pellissier,4.8,Trabelsi,16.4
TN215957,Chaouach,Mejez El Bab,Béja,21.79,Riah,Riah,1881 Lasailly,0.9,Trabelsi,17.8
TN215960,El Gueriaat,Mejez El Bab,Béja,35.04,Trabelsi,Trabelsia,1853 Pellissier,9.7,Drid,15.3
TN215955,El Heri,Mejez El Bab,Béja,46.29,Riah,Riah,1881 Lasailly,7.0,Trabelsi,12.9
TN215954,El Ksar,Mejez El Bab,Béja,64.92,Riah,Riah,1881 Lasailly,8.5,Trabelsi,25.0
TN215962,El Mouatiss,Mejez El Bab,Béja,19.92,Trabelsi,Trabelsia,1853 Pellissier,7.8,Riah,9.2
TN215963,Guerich El Ouedi,Mejez El Bab,Béja,42.88,Trabelsi,Trabelsia,1853 Pellissier,9.2,Riah,12.7
TN215961,Hidouss,Mejez El Bab,Béja,49.38,Riah,Riah,1881 Lasailly,4.9,Trabelsi,20.1
TN215952,Medjez El Bab Sud,Mejez El Bab,Béja,18.02,Riah,Riah,1881 Lasailly,8.9,Trabelsi,11.8
TN215951,Medjez El Bab Ville,Mejez El Bab,Béja,14.38,Trabelsi,Trabelsia,1853 Pellissier,10.7,Riah,10.8
TN215959,Sidi Ahmed El Jedidi,Mejez El Bab,Béja,21.52,Riah,Riah,1881 Lasailly,6.4,Trabelsi,15.5
TN215964,Sidi Erraies,Mejez El Bab,Béja,36.47,Trabelsi,Trabelsia,1853 Pellissier,6.9,Drid,9.7
TN215953,Sidi Medien,Mejez El Bab,Béja,32.54,Trabelsi,Trabelsia,1853 Pellissier,4.9,Drid,9.7
TN215958,Sidi Nasr,Mejez El Bab,Béja,29.0,Riah,Riah,1881 Lasailly,2.8,Trabelsi,14.2
TN215956,Tokaber,Mejez El Bab,Béja,27.91,Riah,Riah,1881 Lasailly,4.9,Trabelsi,20.4
TN215458,Bellif,Nefza,Béja,24.31,Nefza,Nefsa,1881 Lasailly,4.5,Riah,10.3
TN215456,Bou-Zenna,Nefza,Béja,29.3,Djeladjela,Djeladjela,1881 Lasailly,1.1,Riah,1.4
TN215466,Dehiret,Nefza,Béja,20.31,Djeladjela,Djeladjela,1881 Lasailly,7.2,Riah,7.6
TN215465,Djamila,Nefza,Béja,26.93,Djeladjela,Djeladjela,1881 Lasailly,10.9,Riah,11.0
TN215459,Djebel Ediss,Nefza,Béja,49.03,Riah,Riah,1853 Pellissier,3.5,Mogod,4.2
TN215455,Ezzouaraa,Nefza,Béja,61.0,Mekena,Mekena,1881 Lasailly,4.8,Nefza,14.9
TN215460,Fatnassa,Nefza,Béja,26.03,Djeladjela,Djeladjela,1881 Lasailly,5.8,Riah,7.0
TN215461,Ghayadha,Nefza,Béja,31.09,Djeladjela,Djeladjela,1881 Lasailly,5.9,Riah,6.8
TN215454,Kap Negro,Nefza,Béja,81.71,Nefza,Nefsa,1881 Lasailly,9.1,Mogod,14.8
TN215457,Maktaa Hadid,Nefza,Béja,63.34,Mekena,Mekena,1881 Lasailly,9.7,Nefza,10.8
TN215451,Nefza Est,Nefza,Béja,10.91,Nefza,Nefsa,1881 Lasailly,6.6,Riah,8.5
TN215452,Nefza Ouest,Nefza,Béja,27.22,Nefza,Nefsa,1881 Lasailly,9.0,Riah,11.8
TN215453,Ouachtata,Nefza,Béja,27.67,Mekena,Mekena,1881 Lasailly,8.5,Nefza,10.1
TN215464,Oued El Maaden,Nefza,Béja,35.08,Nefza,NEFZA,1881 Martel (1965),5.9,Djeladjela,15.2
TN215463,Tebaba,Nefza,Béja,44.83,Nefza,NEFZA,1881 Martel (1965),9.4,Djeladjela,14.3
TN215462,Zaga,Nefza,Béja,34.16,Mekena,Mekena,1881 Lasailly,13.7,Nefza,14.8
TN215758,Ain Younes,Testour,Béja,111.52,Drid,DRID,1881 Martel (1965),20.2,Ouled Aoun,24.6
TN215753,Cite 26 Fevrier,Testour,Béja,1.03,Riah,Riah,1881 Lasailly,21.6,Drid,24.5
TN215759,Es-Sekhira,Testour,Béja,28.59,Riah,Riah,1881 Lasailly,17.9,Trabelsi,25.4
TN215757,Es-Slouguia,Testour,Béja,83.94,Drid,Drid,1881 Lasailly,15.6,Trabelsi,16.0
TN215752,Ibn Zeydoun,Testour,Béja,11.43,Riah,Riah,1881 Lasailly,23.2,Drid,24.9
TN215754,Mezougha,Testour,Béja,51.19,Zouagha,Zouaka,1853 Pellissier,19.9,Riah,23.9
TN215760,Oued Ezzargua,Testour,Béja,28.17,Riah,Riah,1881 Lasailly,14.1,Trabelsi,25.3
TN215756,Ouled Salama,Testour,Béja,51.76,Drid,Drid et autres Arabes melés,1853 Pellissier,18.6,Trabelsi,22.2
TN215761,Sidi Abdelaziz,Testour,Béja,86.87,Riah,Riah,1881 Lasailly,9.5,Trabelsi,19.6
TN215762,Sidi Ameur,Testour,Béja,96.65,Riah,Riah,1881 Lasailly,16.1,Zouagha,28.5
TN215751,Testour,Testour,Béja,18.57,Riah,Riah,1881 Lasailly,20.9,Drid,23.2
TN215755,Zeldou,Testour,Béja,72.97,Zouagha,Zouaka,1853 Pellissier,15.2,Ouled bou Salem,24.6
TN215653,Ain Ed-Defali,Thibar,Béja,30.18,Zouagha,Zouaka,1853 Pellissier,9.8,Djendouba,11.9
TN215652,Djebba,Thibar,Béja,34.25,Zouagha,Zouaka,1853 Pellissier,7.0,Djendouba,15.1
TN215654,En-Nechima,Thibar,Béja,19.08,Zouagha,Zouaka,1853 Pellissier,5.7,Ouled bou Salem,9.7
TN215651,Tibar,Thibar,Béja,30.9,Zouagha,Zouaka,1853 Pellissier,2.1,Djendouba,13.9
TN215559,Ain Djammala,Téboursouk,Béja,61.92,Zouagha,Zouaka,1853 Pellissier,16.2,Drid,19.7
TN215558,Ain El Hammam,Téboursouk,Béja,31.77,Zouagha,Zouaka,1853 Pellissier,15.7,Drid,22.4
TN215552,Ain El Karma,Téboursouk,Béja,8.71,Zouagha,Zouaka,1853 Pellissier,13.3,Drid,20.3
TN215556,Ain El Melliti,Téboursouk,Béja,48.76,Zouagha,Zouaka,1853 Pellissier,6.6,Djendouba,20.9
TN215560,Bir Ettouta,Téboursouk,Béja,59.24,Zouagha,Zouaka,1853 Pellissier,11.3,Ouled bou Salem,24.3
TN215554,Dougga,Téboursouk,Béja,71.07,Drid,DRID,1881 Martel (1965),14.6,Zouagha,19.5
TN215553,El Menchia,Téboursouk,Béja,17.96,Zouagha,Zouaka,1853 Pellissier,11.5,Drid,22.0
TN215557,Fadden Es-Souk,Téboursouk,Béja,43.3,Drid,DRID,1881 Martel (1965),12.0,Ouled Aoun,17.7
TN215555,Rihana,Téboursouk,Béja,49.65,Zouagha,Zouaka,1853 Pellissier,12.7,Djendouba,19.9
TN215551,Teboursouk Ville,Téboursouk,Béja,3.09,Zouagha,Zouaka,1853 Pellissier,14.6,Drid,18.9
TN515155,Chott Sidi Abdesselam,Gabès Médina,Gabès,7.77,Hazem,HAZEM,1881 Martel (1965),27.6,Beni Zid,34.9
TN515151,Secteur (1),Gabès Médina,Gabès,1.47,Hazem,HAZEM,1881 Martel (1965),25.0,Beni Zid,33.8
TN515152,Secteur (2),Gabès Médina,Gabès,1.31,Hazem,HAZEM,1881 Martel (1965),23.6,Beni Zid,34.1
TN515153,Secteur (3),Gabès Médina,Gabès,3.08,Hazem,HAZEM,1881 Martel (1965),25.2,Beni Zid,34.5
TN515154,Secteur (4),Gabès Médina,Gabès,2.88,Hazem,HAZEM,1881 Martel (1965),24.1,Beni Zid,35.9
TN515252,Bou-Chemma,Gabès Ouest,Gabès,50.08,Beni Zid,BENI ZID,1881 Martel (1965),29.0,Hazem,29.5
TN515256,Chenini Est,Gabès Ouest,Gabès,0.85,Hazem,HAZEM,1881 Martel (1965),24.4,Beni Zid,30.8
TN515255,Chenini Nord,Gabès Ouest,Gabès,13.64,Hazem,HAZEM,1881 Martel (1965),26.4,Beni Zid,26.8
TN515257,Chenini Ouest,Gabès Ouest,Gabès,10.23,Hazem,HAZEM,1881 Martel (1965),23.2,Beni Zid,31.1
TN515251,Er-Remathi,Gabès Ouest,Gabès,74.55,Beni Zid,BENI ZID,1881 Martel (1965),20.8,Hazem,31.7
TN515254,Jaouaoula,Gabès Ouest,Gabès,1.62,Hazem,HAZEM,1881 Martel (1965),25.5,Beni Zid,31.1
TN515253,Nahal,Gabès Ouest,Gabès,3.41,Hazem,HAZEM,1881 Martel (1965),24.7,Beni Zid,32.8
TN515357,El Amazir,Gabès Sud,Gabès,42.09,Hazem,HAZEM,1881 Martel (1965),21.9,Beni Zid,24.4
TN515355,El Medou,Gabès Sud,Gabès,117.99,Hazem,HAZEM,1881 Martel (1965),21.0,Beni Zid,27.1
TN515356,Limaoua,Gabès Sud,Gabès,51.6,Hazem,HAZEM,1881 Martel (1965),10.9,Beni Zid,35.6
TN515354,Secteur (5),Gabès Sud,Gabès,5.94,Hazem,HAZEM,1881 Martel (1965),21.9,Beni Zid,36.2
TN515352,Sidi Boulbaba,Gabès Sud,Gabès,6.3,Hazem,HAZEM,1881 Martel (1965),21.8,Beni Zid,33.5
TN515351,Teboulbou,Gabès Sud,Gabès,67.57,Hazem,HAZEM,1881 Martel (1965),15.6,Beni Zid,37.7
TN515353,Zrig Eddakhlania,Gabès Sud,Gabès,1.95,Hazem,HAZEM,1881 Martel (1965),21.0,Beni Zid,34.6
TN515451,Ghanouch Est,Ghannouch,Gabès,1.66,Hazem,HAZEM,1881 Martel (1965),30.6,Beni Zid,34.2
TN515452,Ghanouch Ouest,Ghannouch,Gabès,7.85,Beni Zid,BENI ZID,1881 Martel (1965),32.9,Hazem,33.1
TN515454,Ghanouche Nord,Ghannouch,Gabès,5.17,Hazem,HAZEM,1881 Martel (1965),33.4,Beni Zid,34.2
TN515453,Ghanouche Sud,Ghannouch,Gabès,5.38,Hazem,HAZEM,1881 Martel (1965),30.1,Beni Zid,32.1
TN515759,Bechima El Borj,Hamma,Gabès,49.75,Beni Zid,BENI ZID,1881 Martel (1965),12.2,Oled Yacoub,37.9
TN515760,Bechima El Kalb,Hamma,Gabès,49.95,Beni Zid,BENI ZID,1881 Martel (1965),13.0,Mehadhba,37.9
TN515761,Bou Attouch,Hamma,Gabès,821.97,Beni Zid,BENI ZID,1881 Martel (1965),28.3,Oled Yacoub,41.1
TN515757,Chanchou,Hamma,Gabès,230.15,Beni Zid,BENI ZID,1881 Martel (1965),12.2,Hazem,34.8
TN515758,El Behaier,Hamma,Gabès,678.59,Oled Yacoub,OLED YACOUB,1881 Martel (1965),22.9,Beni Zid,23.1
TN515752,El Ksar,Hamma,Gabès,18.42,Beni Zid,BENI ZID,1881 Martel (1965),14.1,Mehadhba,40.7
TN515756,Farhat Hached,Hamma,Gabès,490.13,Oled Yacoub,OLED YACOUB,1881 Martel (1965),14.9,Beni Zid,17.1
TN515762,Habib Thameur,Hamma,Gabès,96.21,Beni Zid,BENI ZID,1881 Martel (1965),2.4,Oled Yacoub,30.3
TN515753,Secteur Est (1),Hamma,Gabès,6.07,Beni Zid,BENI ZID,1881 Martel (1965),10.2,Hazem,41.4
TN515754,Secteur Est (2),Hamma,Gabès,18.36,Beni Zid,BENI ZID,1881 Martel (1965),8.2,Oled Yacoub,39.4
TN515751,Secteur Nord,Hamma,Gabès,134.21,Beni Zid,BENI ZID,1881 Martel (1965),18.7,Mehadhba,34.0
TN515763,Secteur Ouest,Hamma,Gabès,44.23,Beni Zid,BENI ZID,1881 Martel (1965),3.4,Oled Yacoub,33.5
TN515755,Secteur Sud,Hamma,Gabès,3.96,Beni Zid,BENI ZID,1881 Martel (1965),6.4,Oled Yacoub,38.0
TN516064,Ain Tounine,Mareth,Gabès,42.23,Hazem,HAZEM,1881 Martel (1965),21.2,Ouerghemma,34.0
TN516059,Arram,Mareth,Gabès,95.7,Hazem,HAZEM,1881 Martel (1965),17.8,Ouerghemma,23.2
TN516055,Ayoun Ez-Zerkine,Mareth,Gabès,66.76,Hazem,HAZEM,1881 Martel (1965),2.2,Ouerghemma,38.8
TN516065,Dekhilet Toujane,Mareth,Gabès,61.78,Ouerghemma,Ouergama,1881 Lasailly,25.8,Hazem,26.1
TN516058,El Alaya,Mareth,Gabès,63.84,Hazem,HAZEM,1881 Martel (1965),18.0,Ouerghemma,27.8
TN516054,Ez-Zerkine,Mareth,Gabès,42.02,Hazem,HAZEM,1881 Martel (1965),7.1,Ouerghemma,40.9
TN516057,Ezzarat,Mareth,Gabès,54.29,Hazem,HAZEM,1881 Martel (1965),11.8,Ouerghemma,35.9
TN516060,Ketana,Mareth,Gabès,66.57,Hazem,HAZEM,1881 Martel (1965),8.6,Beni Zid,45.6
TN516051,Mareth,Mareth,Gabès,39.29,Hazem,HAZEM,1881 Martel (1965),12.8,Ouerghemma,28.6
TN516052,Mareth Nord,Mareth,Gabès,66.55,Hazem,HAZEM,1881 Martel (1965),7.6,Ouerghemma,33.4
TN516056,Ourafinine,Mareth,Gabès,57.34,Hazem,HAZEM,1881 Martel (1965),11.6,Ouerghemma,33.9
TN516053,Sidi Touati,Mareth,Gabès,87.07,Hazem,HAZEM,1881 Martel (1965),19.9,Ouerghemma,26.4
TN516061,Toujane,Mareth,Gabès,56.1,Hazem,HAZEM,1881 Martel (1965),25.8,Ouerghemma,34.2
TN516062,Zemarten,Mareth,Gabès,158.54,Hazem,HAZEM,1881 Martel (1965),37.0,Ouerghemma,39.8
TN516063,Zerig El Ghandri,Mareth,Gabès,47.12,Hazem,HAZEM,1881 Martel (1965),4.9,Beni Zid,41.8
TN515851,Matmata,Matmata,Gabès,153.97,Hazem,HAZEM,1881 Martel (1965),27.8,Beni Zid,42.2
TN515853,Tamazrat,Matmata,Gabès,697.11,Oled Yacoub,OLED YACOUB,1881 Martel (1965),27.8,Merazig,34.2
TN515852,Techine,Matmata,Gabès,390.59,Hazem,HAZEM,1881 Martel (1965),40.3,Merazig,44.0
TN515954,Beni Aissa,Matmata Nouvelle,Gabès,132.92,Beni Zid,BENI ZID,1881 Martel (1965),23.4,Hazem,29.1
TN515955,Beni Zalten,Matmata Nouvelle,Gabès,88.88,Hazem,HAZEM,1881 Martel (1965),16.1,Ouerghemma,39.4
TN515953,Ez-Zeraoua,Matmata Nouvelle,Gabès,244.29,Oled Yacoub,OLED YACOUB,1881 Martel (1965),20.7,Beni Zid,24.2
TN515952,Heddaj,Matmata Nouvelle,Gabès,174.84,Hazem,HAZEM,1881 Martel (1965),16.5,Beni Zid,38.3
TN515951,Nouvelle Matmata,Matmata Nouvelle,Gabès,111.47,Hazem,HAZEM,1881 Martel (1965),20.2,Beni Zid,30.2
TN515652,El Fejij,Menzel Habib,Gabès,113.84,Mehadhba,MEHADBA,1881 Martel (1965),23.0,Beni Zid,27.3
TN515653,El Mehemla,Menzel Habib,Gabès,263.71,Hammama — Oulad Aziz,Hamema Oulad Aziz,1853 Pellissier,26.7,Mehadhba,31.7
TN515654,Es-Saki,Menzel Habib,Gabès,117.26,Hammama — Oulad Aziz,Hamema Oulad Aziz,1853 Pellissier,30.9,Mehadhba,46.5
TN515657,Menzel El Habib,Menzel Habib,Gabès,109.33,Mehadhba,MEHADBA,1881 Martel (1965),14.7,Hammama — Oulad Aziz,25.8
TN515651,Oued Ezzitoun,Menzel Habib,Gabès,168.58,Mehadhba,MEHADBA,1881 Martel (1965),20.4,Hammama — Oulad Aziz,30.9
TN515655,Rabiaa Ouali,Menzel Habib,Gabès,103.49,Mehadhba,MEHADBA,1881 Martel (1965),11.6,Neffat,30.3
TN515656,Zoughrata,Menzel Habib,Gabès,75.89,Mehadhba,MEHADBA,1881 Martel (1965),16.0,Beni Zid,34.6
TN515555,El Akarit,Metouia,Gabès,34.15,Mehadhba,MEHADBA,1881 Martel (1965),26.1,Beni Zid,35.9
TN515556,El Hicha,Metouia,Gabès,106.73,Mehadhba,MEHADBA,1881 Martel (1965),19.4,Neffat,35.1
TN515551,El Metouia Nord,Metouia,Gabès,70.95,Mehadhba,MEHADBA,1881 Martel (1965),32.4,Beni Zid,34.9
TN515552,El Metouia Sud,Metouia,Gabès,41.04,Beni Zid,BENI ZID,1881 Martel (1965),26.3,Hazem,35.7
TN515557,El Mida,Metouia,Gabès,55.89,Mehadhba,MEHADBA,1881 Martel (1965),24.9,Beni Zid,28.7
TN515553,Ouedhref Nord,Metouia,Gabès,59.84,Mehadhba,MEHADBA,1881 Martel (1965),28.3,Beni Zid,31.3
TN515554,Ouedhref Sud,Metouia,Gabès,43.73,Beni Zid,BENI ZID,1881 Martel (1965),26.1,Mehadhba,33.1
TN616052,Belkhir,Belkhir,Gafsa,175.99,Hammama — Oulad Aziz,Hamema Oulad Aziz,1853 Pellissier,14.6,Mehadhba,33.1
TN616051,El Ayaicha,Belkhir,Gafsa,220.33,Hammama — Oulad Aziz,Hamema Oulad Aziz,1853 Pellissier,29.4,Hammama,50.3
TN616053,Et-Talh Est,Belkhir,Gafsa,154.83,Hammama — Oulad Aziz,Hamema Oulad Aziz,1853 Pellissier,3.1,Neffat,33.9
TN616054,Et-Talh Ouest,Belkhir,Gafsa,136.44,Hammama — Oulad Aziz,Hamema Oulad Aziz,1853 Pellissier,15.0,Hammama,42.1
TN616055,Jbilet Ouest,Belkhir,Gafsa,80.06,Hammama — Oulad Aziz,Hamema Oulad Aziz,1853 Pellissier,13.4,Mehadhba,43.6
TN616056,Ouled El Hadj,Belkhir,Gafsa,73.2,Hammama — Oulad Aziz,Hamema Oulad Aziz,1853 Pellissier,20.9,Mehadhba,44.3
TN615155,El Mouthides,Gafsa Nord,Gafsa,65.44,Hammama,HAMAMA,1881 Martel (1965),19.0,Hammama — Oulad Aziz,70.4
TN615152,Er-Rahiba,Gafsa Nord,Gafsa,76.42,Hammama,HAMAMA,1881 Martel (1965),10.3,Hammama — Oulad Aziz,51.6
TN615153,Er-Rahiba Sud,Gafsa Nord,Gafsa,65.18,Hammama,HAMAMA,1881 Martel (1965),15.9,Hammama — Oulad Aziz,54.1
TN615156,Fej,Gafsa Nord,Gafsa,146.49,Hammama,HAMAMA,1881 Martel (1965),5.5,Hammama — Oulad Aziz,52.1
TN615151,Guetis,Gafsa Nord,Gafsa,81.69,Hammama,HAMAMA,1881 Martel (1965),11.5,Hammama — Oulad Aziz,62.0
TN615154,Ksour El Akhoua,Gafsa Nord,Gafsa,49.21,Hammama,HAMAMA,1881 Martel (1965),20.5,Hammama — Oulad Aziz,62.0
TN615157,Menzel Mimoun,Gafsa Nord,Gafsa,50.39,Hammama,HAMAMA,1881 Martel (1965),14.1,Hammama — Oulad Aziz,46.1
TN615459,Cite Ech-Chabab,Gafsa Sud,Gafsa,13.18,Hammama,HAMAMA,1881 Martel (1965),26.5,Hammama — Oulad Aziz,66.5
TN615458,Cite Ennour,Gafsa Sud,Gafsa,1.06,Hammama,HAMAMA,1881 Martel (1965),27.8,Hammama — Oulad Aziz,65.3
TN615453,Cite Essourour,Gafsa Sud,Gafsa,8.29,Hammama,HAMAMA,1881 Martel (1965),25.0,Hammama — Oulad Aziz,64.9
TN615460,El Aguila,Gafsa Sud,Gafsa,380.79,Hammama,HAMAMA,1881 Martel (1965),42.7,Hammama — Oulad Aziz,79.9
TN615454,El Assala,Gafsa Sud,Gafsa,1.58,Hammama,HAMAMA,1881 Martel (1965),27.0,Hammama — Oulad Aziz,63.9
TN615457,El Moula,Gafsa Sud,Gafsa,0.52,Hammama,HAMAMA,1881 Martel (1965),26.8,Hammama — Oulad Aziz,64.2
TN615462,En-Nadhour,Gafsa Sud,Gafsa,204.11,Hammama,HAMAMA,1881 Martel (1965),27.7,Frechiche,69.3
TN615452,Gafsa Est,Gafsa Sud,Gafsa,4.88,Hammama,HAMAMA,1881 Martel (1965),26.6,Hammama — Oulad Aziz,62.8
