record_id,title,year,century,confidence,provenance_tier,bbox_west,bbox_east,bbox_north,bbox_south,bbox_source,tunisia_extent_share,orientation,orientation_basis,geometric_class,georef_tier,georef_blockers,scale_class,scan_resolution_class,thematic_layers,n_thematic_layers,content_mappable,inequality_layers,inequality_use,coverage_group,url
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000857407,Agrandissement de l'Ecole pratique de la Faculté de Médecine. Plan parcellaire : 1882-1883,,,unverified,partner,,,,,none,,uncertain,undated,sketch,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,urban_fabric,1,partial,urban_fabric,indirect,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000857407
btv1b105803532,Carte archéologique et topographique des Ruines de Carthage. Echelle 1 / 5.000 / Bordy,,,high,bnf,,,,,none,,uncertain,undated,sketch,3_warp_only,no stated scale,unknown,high,archaeology,1,partial,,none,,https://gallica.bnf.fr/ark:/12148/btv1b105803532
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000857408,Ecole de médecine. Formation du périmètre. Plan parcellaire : [Vers 1878],,,unverified,partner,,,,,none,,uncertain,undated,sketch,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,urban_fabric,1,partial,urban_fabric,indirect,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000857408
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000857405,Ecole Pratique de la faculté de Médecine. Formation du périmètre. Plan parcellaire : [Vers 1878],,,unverified,partner,,,,,none,,uncertain,undated,sketch,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,urban_fabric,1,partial,urban_fabric,indirect,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000857405
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000857382,Expropriations complémentaires du boulevard [Saint-Michel] 5e arrondt. [Espace compris à l'angle du quai St-Michel]. Expropriations complémentaires du boulevard [Saint-Michel] 6e arrondt. [partie comprise entre les rues Pierre-Sarrazin et de l'Ecole de Médecine.] Plans parcellaires : 1855,,,unverified,partner,,,,,none,,uncertain,undated,sketch,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,urban_fabric,1,partial,urban_fabric,indirect,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000857382
btv1b8441527v,"Plan de la côte et seches de Barbarie, depuis Zerbi jusques à Susa, corrigée par les latitudes observées sur les lieux...",,,high,bnf,,,,,none,,uncertain,undated,sketch,3_warp_only,no stated scale,unknown,medium,coastline_bathymetry,1,partial,,none,,https://gallica.bnf.fr/ark:/12148/btv1b8441527v
btv1b8595355b,Disegno dell'isola de Gerbi con le seche che la difendeno dall'inondatione del mare ...,1500,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,medium,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b8595355b
btv1b8595356r,Fortezza di Gerbi,1500,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,medium,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b8595356r
btv1b8595372v,Il vero sito de La Goletta,1500,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,medium,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b8595372v
btv1b8595365q,Carthaginis celeberrimi sinus typus,1535,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,scan resolution low or unknown; no stated scale,unknown,low,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b8595365q
btv1b8595345z,"Constantina, Tunetensis, Tripolitana / [Livio Sanuto]",1558,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,high,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b8595345z
btv1b55005215t,"Disigno dell'Isola de Gerbi con le seche che la difendeno dall'inodatione del mare, et il sito della fortezza fatta da Christiani alla defesa della quala vi è restato cinq[ue] millia valorosi soldati, e buona provisione di vituaglie e monitione che con l'aiuto di Dio bastara a diffenderla dall'insulti de l'armata Turchescha",1560,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,,medium,medium,,0,no,,none,medium,https://gallica.bnf.fr/ark:/12148/btv1b55005215t
btv1b55000007t,"Disigno dell'Isola de Gerbi con le seche che la difendeno dall'inodavone del mare, et il sito della fortezza fatta da Christiani alla defesa della quala vi è restato cinq. millia valorosi soldati e buona provisione di vituaglie e monitione che con l'aiuto di Dio bastara a diffenderla dall'insulti de l'armata Turchesca",1560,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,,medium,medium,,0,no,,none,medium,https://gallica.bnf.fr/ark:/12148/btv1b55000007t
btv1b550001148,"Disigno dell'Isola de Gerbi con le seche che la difendeno dall'inodavone del mare, et il sito della fortezza fatta da Christiani alla defesa della quala vi è restato cinq. millia valorosi soldati e buona provisione di vituaglie e monitione che con l'aiuto di Dio bastara a diffenderla dall'insulti de l'armata Turchesca",1560,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,,medium,medium,,0,no,,none,medium,https://gallica.bnf.fr/ark:/12148/btv1b550001148
btv1b84909709,Disigno dell'Isola de Gerbi... et il sito della fortezza fatta da christiani... bastara à diffenderla dall'insulti de l'armata Turchesca,1560,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,,medium,medium,,0,no,,none,medium,https://gallica.bnf.fr/ark:/12148/btv1b84909709
btv1b550051358,Fortezza di Gerbi,1560,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,scan resolution low or unknown,large,low,,0,no,,none,large,https://gallica.bnf.fr/ark:/12148/btv1b550051358
btv1b53042292h,Insularum aliquot maris Mediterranei descriptio / par Jacobo Castaldo,1570,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,medium,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53042292h
btv1b55000483v,"La notte del ultimo di Febraro 1570 havendo il molto Ill. sigr. Don Alfonso Pimentel Capitan Gnal de la Goleta inteso per le sue spie, che Uxli teneva sette barchoni à la Porta di Tunise...",1570,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,medium,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b55000483v
btv1b101004136,"Natoliae, quae olim Asia Minor, nova descriptio ; Aegypti recentior descriptio ; Carthaginis celeberrimi sinus typus",1570,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,medium,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b101004136
btv1b55005028t,"Il novo disegno di Tunisi et la Goletta fatto con le factioni haute e gl'ultimi duisi, con l'annotatione de beloardi de la nova fortezza tra Tunisi et lo Stagno...",1574,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,,medium,medium,,0,no,,none,medium,https://gallica.bnf.fr/ark:/12148/btv1b55005028t
btv1b550051714,Pianta del forto novo de Tunisi,1574,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,,large,medium,,0,no,,none,large,https://gallica.bnf.fr/ark:/12148/btv1b550051714
btv1b531432496,"Tunetis Urbis, ac novae eius arcis et Guletae, quae Philippo Hispan: Regi parent uti a Turcis, et Mauris Selimo, Thraciae Rege, Anno Christi [1574] mense Julio et Augusto fixis castris oppugnabantur, effigies",1574,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,medium,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b531432496
btv1b8595371f,"Tunetis urbis, ac novae ejus arcis, et Guletae ...",1574,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,medium,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b8595371f
btv1b8494678t,"Disigno dell'Isola de Gerbi con le seche che la difendeno dall'inondatione del mare et il sito della fortezza fatta da Christiani alla defesa della quala vi e restato cinq millia valorosi soldati, e buona provisione di vituaglie e munitione che con l'aiuto di Dio bastara à diffenderla dall'insulti de l'armata turchescha",1575,16th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,,medium,medium,,0,no,,none,medium,https://gallica.bnf.fr/ark:/12148/btv1b8494678t
btv1b85953612,Africa olim Aphrodisium,1600,17th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,scan resolution low or unknown; no stated scale,unknown,low,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b85953612
btv1b8595363w,Monasten ; Insulae Comigas alias Coriae,1600,17th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,scan resolution low or unknown; no stated scale,unknown,low,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b8595363w
btv1b85953419,Royaume de Tunis,1600,17th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,scan resolution low or unknown; no stated scale,unknown,low,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b85953419
btv1b8595374p,Tunis : pianta del forto novo de Tunis,1600,17th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,medium,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b8595374p
btv1b85951384,"Tunis, Goleta nunc distructa / [Guillelmo Blaeu]",1600,17th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,scan resolution low or unknown; no stated scale,unknown,low,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b85951384
btv1b53211476h,Africae nova tabula / Auct. Jud. Hondio,1632,17th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,medium,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53211476h
btv1b531968223,"Tunes, Oppidum Barbarie & Regia sedes... ; Africa, olim Aphrodisium ; Peñon de Veles",1635,17th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,medium,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b531968223
btv1b53196821n,"Tunetis urbis, ac novae eius arcis, et Guletae, quae Philippo Hispan. Regi parentuti a Turcis, et Mauris, Selimo, Thraciae Rege, anno Christi, M. D. LXXIV. mense julio, et augusto, fixis castris oppugnabantur, effigies",1635,17th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,medium,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53196821n
btv1b53196877d,Africae nova descripto / Auct. Guiljelmo Blaeuw,1640,17th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,,very_small,medium,,0,no,,none,very_small,https://gallica.bnf.fr/ark:/12148/btv1b53196877d
btv1b8490779b,"Partie de la Coste de Barbarie en Africque ou sont les royaumes de Tunis et Tripoli et pays circonvoisins tirés de Sanuto et d'autres par le Sr. Sanson, ... I. Somer P. / sculp",1655,17th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,,very_small,high,,0,no,,none,very_small,https://gallica.bnf.fr/ark:/12148/btv1b8490779b
btv1b84916621,"Partie de la Coste de Barbarie en Africque ou sont les royaumes de Tunis et Tripoli et pays circonvoisins tirés de Sanuto et d'autres par le Sr. Sanson, ... I. Somer P. / sculp",1655,17th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,,very_small,high,,0,no,,none,very_small,https://gallica.bnf.fr/ark:/12148/btv1b84916621
btv1b59055992,Carte particulière de la coste de Barbarie / Bremond,1664,17th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,high,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b59055992
btv1b53098482g,"Les costes des royaumes de Fez, Alger, Tunis et Tripoli en Barbarie suivant les routiers et portolans de divers pilotes / par P. Du Val, ... ; F.D. Lapointe fecit",1664,17th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,,very_small,medium,,0,no,,none,very_small,https://gallica.bnf.fr/ark:/12148/btv1b53098482g
btv1b530527863,"Les Costes des royaumes de Fez, Alger, Tunis et Tripoli en Barbarie suivant les routiers et les portolans de divers pilotes / par P. du val ; F. Lapointe fecit",1677,17th c.,high,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,sketch,3_warp_only,no stated scale,unknown,medium,,0,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b530527863
oai:bibliotheque-numerique.icp.fr:1:8160,"[Nazaret de Salonique, merkez-mudiriet de Monastir, Serbie]",1801,19th c.,high,partner,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,,0,no,,none,,https://bibliotheque-numerique.icp.fr/idurl/1/8160
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000193532,Carte des possessions françaises en Afrique et d'une partie de la Régence de Tunis,1833,19th c.,high,partner,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,survey,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,,0,no,,none,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000193532
oai:u-bordeaux-montaigne.fr:245555,Tunisie. Du cap Kamart au Ras-al-Fortas. Baie de Tunis,1893,19th c.,high,partner,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,survey,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/245555
oai:u-bordeaux-montaigne.fr:340388,"Tunisie Flle. N° XIII-B1-C36, El Ariana / dressé, gravé et publié par le Service géographique de l'armée (révision de 1902)",1902,20th c.,high,partner,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,survey,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340388
oai:u-bordeaux-montaigne.fr:245554,"Mediterranean. Tunis. North coast. Approaches to Bizerta (Benzert) : from french government charts, 1885 & 1896",1903,20th c.,high,partner,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,chart,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,,0,no,,none,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/245554
oai:bibliotheque-numerique.icp.fr:1:16101,Vilayet de Monastir : Carte des écoles chrétiennes : [La questione rumeliota carta N° 3],1908,20th c.,low,partner,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,,0,no,,none,,https://bibliotheque-numerique.icp.fr/idurl/1/16101
oai:u-bordeaux-montaigne.fr:340392,"Tunisie Flle. N° XVI-B 1-C 39, Kelibia / dressé, héliogravé et publié par Service géographique de l'armée (révision de 1932)",1932,20th c.,high,partner,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,survey,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340392
oai:u-bordeaux-montaigne.fr:340411,"Tunisie Flle. N° XXIII-B2-C39, Mennzel Heurr / dressé, héliogravé et publié par Service géographique de l'armée en 1896. Révision de 1932",1932,20th c.,high,partner,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,survey,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340411
oai:u-bordeaux-montaigne.fr:494041,Afrique du nord,1934,20th c.,high,partner,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,,0,no,,none,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/494041
oai:u-bordeaux-montaigne.fr:494039,Afrique du nord,1934,20th c.,high,partner,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,,0,no,,none,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/494039
oai:u-bordeaux-montaigne.fr:340008,Tabarka,1940,20th c.,high,partner,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,,0,no,,none,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340008
oai:u-bordeaux-montaigne.fr:494017,Algérie et Tunisie,,,high,partner,,,,,none,,uncertain,undated,sketch,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,,0,no,,none,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/494017
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000855787,Carte du département de la Seine. 6 zones du service médical,,,unverified,partner,,,,,none,,uncertain,undated,sketch,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,,0,no,,none,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000855787
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0001954207,Tunisie au 500 000|e],,,high,partner,,,,,none,,uncertain,undated,sketch,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,,0,no,,none,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001954207
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0001954215,Tunisie au 500 000|e] : Feuille 2,,,high,partner,,,,,none,,uncertain,undated,sketch,3_warp_only,no IIIF (partner-hosted); scan resolution low or unknown; no stated scale; image not on IIIF; fetch from the holding library,unknown,unknown,,0,no,,none,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001954215
btv1b52503974g,Atlas des principales villes maritimes de France tant sur l'Océan que sur la Méditerranée depuis Dunkerque jusques et compris Antibes [plus des places fortes sur le Rhin et en Italie] / dessinés par H.-E. Diot,1770,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,atlas_volume,4_not_georeferenceable,"no stated scale; atlas volume: georeference individual plates, not the record",unknown,high,settlements | hydrology | fortifications | archaeology,4,no,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b52503974g
bpt6k1100178q,"Essai d'Atlas statistique de l'Indochine française : Indochine physique, population, administration, finances, agriculture, commerce, industrie / par Henri Brenier, ... ; Gouvernement général de l'Indochine",1914,20th c.,unverified,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,atlas_volume,4_not_georeferenceable,"scan resolution low or unknown; no stated scale; atlas volume: georeference individual plates, not the record",unknown,low,land_use | population | economy,3,no,economy | land_use | population,indirect,,https://gallica.bnf.fr/ark:/12148/bpt6k1100178q
btv1b55008266c,"Plantz, pourtraitz et descriptions de plusieurs villes et forteresses, tant de l'Europe, Asie, & Afrique, que des Indes, & terres neuves: Leurs fondations, antiquitez, & manieres de vivre: Avec plusieurs cartes generales & particulieres, servans à la Cosmographie, iointes à leurs declarations: deux tables fort amples, l'une des chapitres, & l'autre des matieres contenues en ce present livre. Le tout mis par ordre, region par region, par Antoine du Pinet",1564,16th c.,unverified,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,atlas_volume,4_not_georeferenceable,"no stated scale; atlas volume: georeference individual plates, not the record",unknown,medium,settlements | fortifications,2,no,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b55008266c
btv1b5906266z,"Carte particullière /de la mer Méditerranée, / faicte par moy François Ollive, à Marseille en l'année 1662",1662,17th c.,high,bnf,,,,,none,,uncertain,"perspective view: oriented to the viewer, not to north",sketch_view,4_not_georeferenceable,"perspective view, not a plan",very_small,high,coastline_bathymetry | roads,2,no,roads,indirect,very_small,https://gallica.bnf.fr/ark:/12148/btv1b5906266z
btv1b532375502,Veüe de la place de la Calle en Barbarie... / par le Sr Jean Bigonnet... ; sous le com[m]andem[en]t de Mrs les directeurs généraux de la Compagnie des Indes,1728,18th c.,medium,bnf,,,,,none,,uncertain,"perspective view: oriented to the viewer, not to north",sketch_view,4_not_georeferenceable,"no stated scale; perspective view, not a plan",unknown,medium,hydrology | fortifications,2,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532375502
btv1b53237554v,Ville de Sousse,1764,18th c.,high,bnf,,,,,none,,uncertain,"perspective view: oriented to the viewer, not to north",sketch_view,4_not_georeferenceable,"no stated scale; perspective view, not a plan",unknown,medium,settlements | coastline_bathymetry,2,no,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b53237554v
btv1b53237553d,Vüe de la ville de Sousse en Barbarie,1764,18th c.,high,bnf,,,,,none,,uncertain,"perspective view: oriented to the viewer, not to north",sketch_view,4_not_georeferenceable,"no stated scale; perspective view, not a plan",unknown,medium,settlements | coastline_bathymetry,2,no,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b53237553d
btv1b53237552z,Vüe de la ville et rade de Sousse en Barbarie / Le Moyne,1764,18th c.,high,bnf,,,,,none,,uncertain,"perspective view: oriented to the viewer, not to north",sketch_view,4_not_georeferenceable,"no stated scale; perspective view, not a plan",unknown,medium,settlements | coastline_bathymetry,2,no,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b53237552z
btv1b53242273p,"[Diverses vues de la côte de Barbarie : environs de Sousse, de l'île de Djerba et de Mahdia] / Lemoyne l'ainé fecit",,18th c.,high,bnf,,,,,none,,uncertain,"perspective view: oriented to the viewer, not to north",sketch_view,4_not_georeferenceable,"no stated scale; perspective view, not a plan",unknown,high,coastline_bathymetry | fortifications,2,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53242273p
btv1b53237537c,Veue du Cap Nègre : situé à la côte de Barbarie Royaume de Thunis,,18th c.,high,bnf,,,,,none,,uncertain,"perspective view: oriented to the viewer, not to north",sketch_view,4_not_georeferenceable,"no stated scale; perspective view, not a plan",unknown,high,coastline_bathymetry | fortifications,2,no,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237537c
bpt6k326843q,Théâtre des cités du monde. Premier volume,1574,16th c.,unverified,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,atlas_volume,4_not_georeferenceable,"no stated scale; atlas volume: georeference individual plates, not the record",unknown,medium,settlements,1,no,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/bpt6k326843q
bd6t5700000d,Théâtre des cités du monde. Volume 1 / par Georges Bruin,1574,,unverified,bnf,-180.000,180.000,90.000,-90.000,unimarc_123,0.000,uncertain,pre-1700: portolans and siege views are frequently not north-up,atlas_volume,4_not_georeferenceable,"no stated scale; atlas volume: georeference individual plates, not the record",unknown,medium,settlements,1,no,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/bd6t5700000d
bpt6k326845g,Theatre des principales villes de tout l'univers. Second volume,1574,16th c.,unverified,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,atlas_volume,4_not_georeferenceable,"no stated scale; atlas volume: georeference individual plates, not the record",unknown,medium,settlements,1,no,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/bpt6k326845g
bpt6k324274q,"La Cosmographie universelle de tout le monde en laquelle, suivant les auteurs plus dignes de foy, sont au vray descriptes toutes les parties habitables & non habitables de la terre et de la mer, leurs assiettes & choses qu'elles produisent: puis la description & peincture topographique des régions, la différence de l'air de chacun pays d'où advient la diversité tant de la complexion des hommes que des figures des bestes brutes. Et encor l'origine, noms ou appellations tant modernes qu'anciennes & description de plusieurs villes, citez & isles avec leurs plantz & pourtraictz & sur tout de la France, non encor iusques à present veus ny imprimez. S'y voyent aussi d'avantage, les origines, accroissemens & changemens des monarchies, empires, royaumes, estatz & republiques: ensemble les moeurs, façons de vivre, loix, coustumes, & religion de tous les peuples & natio[n]s du monde: & la succession des papes, cardinaux, archevesques & evesques, chacun en leur diocese, tant anciens que modernes: Avec plusieurs autres choses, le sommaire desquelles se void en la page suivante auteur en partie Munster, mais beaucoup plus augmentée, ornée & enrichie par François de Belle-Forest, Comingeois, tant de ses recerches [sic], comme de l'aide de plusieurs memoires envoyez de diverses villes de France, par hommes amateurs de l'histoire & de leur patrie Avec trois tables, l'une des plantz & pourtraicts des isles et des villes. La seconde, des tiltres & chapitres. Et la troisiesme, de tous les noms propres & des matières co[m]prises en tout l'oeuvre",1575,16th c.,unverified,bnf,,,,,none,,uncertain,pre-1700: portolans and siege views are frequently not north-up,atlas_volume,4_not_georeferenceable,"no stated scale; atlas volume: georeference individual plates, not the record",unknown,medium,settlements,1,no,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/bpt6k324274q
